"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"21475","2026-02-15 21:54","FACTORY_A","122.71","45.18","7.23","83.17"
"21476","2026-02-15 21:55","FACTORY_A","121.59","46.33","7.22","83.37"
"21477","2026-02-15 21:56","FACTORY_A","119.02","45.93","7.10","73.56"
"21478","2026-02-15 21:57","FACTORY_A","119.52","43.99","7.32","75.76"
"21479","2026-02-15 21:58","FACTORY_A","123.41","46.91","7.14","81.44"
"21480","2026-02-15 21:59","FACTORY_A","124.04","46.22","7.15","86.23"
"21481","2026-02-15 22:00","FACTORY_A","118.22","44.33","7.26","76.49"
"21482","2026-02-15 22:01","FACTORY_A","117.77","44.81","7.20","72.87"
"21483","2026-02-15 22:02","FACTORY_A","117.29","45.90","7.16","85.02"
"21484","2026-02-15 22:03","FACTORY_A","122.49","46.61","7.18","71.26"
"21485","2026-02-15 22:04","FACTORY_A","117.21","42.72","7.16","82.70"
"21486","2026-02-15 22:05","FACTORY_A","122.45","45.11","7.16","69.16"
"21487","2026-02-15 22:06","FACTORY_A","121.64","44.95","7.24","79.40"
"21488","2026-02-15 22:07","FACTORY_A","118.36","44.14","7.18","78.23"
"21489","2026-02-15 22:08","FACTORY_A","124.69","44.14","7.15","76.09"
"21490","2026-02-15 22:09","FACTORY_A","115.61","46.58","7.16","87.20"
"21491","2026-02-15 22:10","FACTORY_A","124.98","45.80","7.19","79.58"
"21492","2026-02-15 22:11","FACTORY_A","120.96","48.16","7.16","79.16"
"21493","2026-02-15 22:12","FACTORY_A","113.78","44.15","7.18","78.72"
"21494","2026-02-15 22:13","FACTORY_A","124.78","45.21","7.22","76.16"
"21495","2026-02-15 22:14","FACTORY_A","122.92","45.46","7.18","89.14"
"21496","2026-02-15 22:15","FACTORY_A","118.72","46.34","7.16","78.12"
"21497","2026-02-15 22:16","FACTORY_A","117.11","47.04","7.17","89.27"
"21498","2026-02-15 22:17","FACTORY_A","115.29","45.14","7.27","75.87"
"21499","2026-02-15 22:18","FACTORY_A","127.25","43.36","7.31","80.09"
"21500","2026-02-15 22:19","FACTORY_A","117.23","43.93","7.20","77.61"
"21501","2026-02-15 22:20","FACTORY_A","116.21","45.21","7.24","75.98"
"21502","2026-02-15 22:21","FACTORY_A","120.80","46.68","7.15","79.06"
"21503","2026-02-15 22:22","FACTORY_A","115.09","42.83","7.17","88.32"
"21504","2026-02-15 22:23","FACTORY_A","117.06","43.24","7.22","86.44"
"21505","2026-02-15 22:24","FACTORY_A","122.98","46.14","7.08","80.12"
"21506","2026-02-15 22:25","FACTORY_A","121.39","43.06","7.24","73.17"
"21507","2026-02-15 22:26","FACTORY_A","118.84","43.31","7.17","81.61"
"21508","2026-02-15 22:27","FACTORY_A","120.05","46.70","7.15","77.36"
"21509","2026-02-15 22:28","FACTORY_A","118.67","44.67","7.22","75.17"
"21510","2026-02-15 22:29","FACTORY_A","119.81","44.55","7.27","83.19"
"21511","2026-02-15 22:30","FACTORY_A","117.71","47.05","7.18","73.60"
"21512","2026-02-15 22:31","FACTORY_A","118.26","43.41","7.21","80.52"
"21513","2026-02-15 22:32","FACTORY_A","118.17","43.10","7.22","82.23"
"21514","2026-02-15 22:33","FACTORY_A","117.82","47.44","7.21","83.29"
"21515","2026-02-15 22:34","FACTORY_A","123.13","45.35","7.15","73.59"
"21516","2026-02-15 22:35","FACTORY_A","122.31","46.02","7.21","88.36"
"21517","2026-02-15 22:36","FACTORY_A","117.20","44.53","7.21","81.33"
"21518","2026-02-15 22:37","FACTORY_A","116.42","44.84","7.06","79.87"
"21519","2026-02-15 22:38","FACTORY_A","119.53","43.94","7.24","73.24"
"21520","2026-02-15 22:39","FACTORY_A","126.47","45.48","7.12","75.74"
"21521","2026-02-15 22:40","FACTORY_A","116.92","46.25","7.21","78.07"
"21522","2026-02-15 22:41","FACTORY_A","119.52","45.29","7.28","79.71"
"21523","2026-02-15 22:42","FACTORY_A","120.27","46.59","7.19","81.57"
"21524","2026-02-15 22:43","FACTORY_A","119.67","45.99","7.15","78.08"
"21525","2026-02-15 22:44","FACTORY_A","118.63","43.43","7.23","87.09"
"21526","2026-02-15 22:45","FACTORY_A","123.47","44.78","7.27","77.96"
"21527","2026-02-15 22:46","FACTORY_A","121.36","44.33","7.14","80.82"
"21528","2026-02-15 22:47","FACTORY_A","122.54","46.13","7.08","85.53"
"21529","2026-02-15 22:48","FACTORY_A","121.77","45.69","7.26","77.10"
"21530","2026-02-15 22:49","FACTORY_A","122.68","45.19","7.24","73.01"
"21531","2026-02-15 22:50","FACTORY_A","124.75","46.52","7.22","77.78"
"21532","2026-02-15 22:51","FACTORY_A","123.99","42.20","7.11","84.41"
"21533","2026-02-15 22:52","FACTORY_A","126.97","44.10","7.23","80.19"
"21534","2026-02-15 22:53","FACTORY_A","123.65","44.22","7.25","83.23"
"21535","2026-02-15 22:54","FACTORY_A","117.99","45.38","7.31","73.29"
"21536","2026-02-15 22:55","FACTORY_A","122.54","45.83","7.19","71.78"
"21537","2026-02-15 22:56","FACTORY_A","122.13","45.00","7.21","82.75"
"21538","2026-02-15 22:57","FACTORY_A","125.76","43.03","7.09","81.60"
"21539","2026-02-15 22:58","FACTORY_A","117.10","45.61","7.25","75.28"
"21540","2026-02-15 22:59","FACTORY_A","121.67","45.19","7.25","74.13"
"21541","2026-02-15 23:00","FACTORY_A","117.96","42.80","7.22","79.03"
"21542","2026-02-15 23:01","FACTORY_A","121.54","44.56","7.26","79.63"
"21543","2026-02-15 23:02","FACTORY_A","119.36","45.56","7.16","73.76"
"21544","2026-02-15 23:03","FACTORY_A","121.44","47.48","7.19","79.51"
"21545","2026-02-15 23:04","FACTORY_A","115.77","43.37","7.19","72.61"
"21546","2026-02-15 23:05","FACTORY_A","122.38","46.19","7.25","76.68"
"21547","2026-02-15 23:06","FACTORY_A","120.62","43.39","7.26","73.29"
"21548","2026-02-15 23:07","FACTORY_A","120.46","43.09","7.22","79.32"
"21549","2026-02-15 23:08","FACTORY_A","125.85","43.18","7.21","76.66"
"21550","2026-02-15 23:09","FACTORY_A","118.85","45.91","7.23","86.61"
"21551","2026-02-15 23:10","FACTORY_A","121.03","45.19","7.18","81.39"
"21552","2026-02-15 23:11","FACTORY_A","120.30","44.53","7.27","73.30"
"21553","2026-02-15 23:12","FACTORY_A","120.59","45.69","7.18","84.42"
"21554","2026-02-15 23:13","FACTORY_A","126.67","45.06","7.22","78.88"
"21555","2026-02-15 23:14","FACTORY_A","120.19","45.17","7.17","83.64"
"21556","2026-02-15 23:15","FACTORY_A","118.30","44.54","7.25","73.40"
"21557","2026-02-15 23:16","FACTORY_A","125.61","43.46","7.20","82.87"
"21558","2026-02-15 23:17","FACTORY_A","119.08","47.54","7.30","90.11"
"21559","2026-02-15 23:18","FACTORY_A","115.18","47.10","7.19","82.78"
"21560","2026-02-15 23:19","FACTORY_A","117.78","47.39","7.25","76.90"
"21561","2026-02-15 23:20","FACTORY_A","116.26","44.19","7.17","85.61"
"21562","2026-02-15 23:21","FACTORY_A","114.60","43.98","7.18","76.45"
"21563","2026-02-15 23:22","FACTORY_A","118.91","44.38","7.20","82.28"
"21564","2026-02-15 23:23","FACTORY_A","119.79","46.61","7.22","91.10"
"21565","2026-02-15 23:24","FACTORY_A","123.54","45.00","7.16","76.97"
"21566","2026-02-15 23:25","FACTORY_A","121.89","44.19","7.17","82.43"
"21567","2026-02-15 23:26","FACTORY_A","121.75","45.55","7.20","89.90"
"21568","2026-02-15 23:27","FACTORY_A","117.32","43.90","7.22","84.79"
"21569","2026-02-15 23:28","FACTORY_A","122.65","42.97","7.20","83.44"
"21570","2026-02-15 23:29","FACTORY_A","124.17","45.19","7.19","70.05"
"21571","2026-02-15 23:30","FACTORY_A","121.18","44.23","7.13","75.06"
"21572","2026-02-15 23:31","FACTORY_A","121.27","44.98","7.23","84.21"
"21573","2026-02-15 23:32","FACTORY_A","116.21","40.97","7.24","78.32"
"21574","2026-02-15 23:33","FACTORY_A","123.16","43.66","7.25","77.40"
"21575","2026-02-15 23:34","FACTORY_A","125.34","44.93","7.21","85.76"
"21576","2026-02-15 23:35","FACTORY_A","120.97","42.73","7.17","83.18"
"21577","2026-02-15 23:36","FACTORY_A","118.22","42.78","7.18","75.76"
"21578","2026-02-15 23:37","FACTORY_A","119.51","45.06","7.21","83.68"
"21579","2026-02-15 23:38","FACTORY_A","118.74","46.05","7.20","75.06"
"21580","2026-02-15 23:39","FACTORY_A","118.92","43.66","7.16","71.92"
"21581","2026-02-15 23:40","FACTORY_A","121.94","44.61","7.12","81.44"
"21582","2026-02-15 23:41","FACTORY_A","120.84","44.64","7.17","73.65"
"21583","2026-02-15 23:42","FACTORY_A","123.01","42.66","7.19","73.57"
"21584","2026-02-15 23:43","FACTORY_A","121.11","46.78","7.22","74.73"
"21585","2026-02-15 23:44","FACTORY_A","117.41","44.73","7.18","80.65"
"21586","2026-02-15 23:45","FACTORY_A","118.50","44.74","7.19","83.75"
"21587","2026-02-15 23:46","FACTORY_A","118.31","45.56","7.21","78.35"
"21588","2026-02-15 23:47","FACTORY_A","119.44","42.66","7.28","73.78"
"21589","2026-02-15 23:48","FACTORY_A","125.38","46.38","7.19","74.17"
"21590","2026-02-15 23:49","FACTORY_A","125.86","46.58","7.12","72.03"
"21591","2026-02-15 23:50","FACTORY_A","122.51","45.21","7.17","83.38"
"21592","2026-02-15 23:51","FACTORY_A","120.36","45.69","7.29","75.28"
"21593","2026-02-15 23:52","FACTORY_A","115.92","44.51","7.27","80.92"
"21594","2026-02-15 23:53","FACTORY_A","120.66","46.29","7.25","70.75"
"21595","2026-02-15 23:54","FACTORY_A","117.63","43.77","7.24","86.13"
"21596","2026-02-15 23:55","FACTORY_A","124.89","44.95","7.24","79.71"
"21597","2026-02-15 23:56","FACTORY_A","115.18","45.04","7.19","71.93"
"21598","2026-02-15 23:57","FACTORY_A","121.15","44.94","7.24","76.75"
"21599","2026-02-15 23:58","FACTORY_A","117.38","46.60","7.25","80.68"
"21600","2026-02-15 23:59","FACTORY_A","119.97","48.28","7.24","75.34"
"21601","2026-02-16 00:00","FACTORY_A","122.00","44.84","7.17","81.59"
"21602","2026-02-16 00:01","FACTORY_A","123.07","45.71","7.18","86.16"
"21603","2026-02-16 00:02","FACTORY_A","119.82","43.80","7.17","84.34"
"21604","2026-02-16 00:03","FACTORY_A","122.28","46.55","7.25","79.64"
"21605","2026-02-16 00:04","FACTORY_A","118.01","44.22","7.22","86.91"
"21606","2026-02-16 00:05","FACTORY_A","120.74","49.72","7.22","80.74"
"21607","2026-02-16 00:06","FACTORY_A","123.01","42.49","7.23","79.13"
"21608","2026-02-16 00:07","FACTORY_A","121.00","48.22","7.13","79.26"
"21609","2026-02-16 00:08","FACTORY_A","118.41","46.49","7.24","80.20"
"21610","2026-02-16 00:09","FACTORY_A","119.16","43.32","7.17","81.93"
"21611","2026-02-16 00:10","FACTORY_A","123.05","48.48","7.18","75.28"
"21612","2026-02-16 00:11","FACTORY_A","116.72","43.61","7.16","85.42"
"21613","2026-02-16 00:12","FACTORY_A","117.17","44.53","7.20","86.24"
"21614","2026-02-16 00:13","FACTORY_A","121.80","43.06","7.20","92.11"
"21615","2026-02-16 00:14","FACTORY_A","118.68","44.78","7.13","71.17"
"21616","2026-02-16 00:15","FACTORY_A","115.64","44.92","7.11","79.93"
"21617","2026-02-16 00:16","FACTORY_A","124.05","46.25","7.19","75.75"
"21618","2026-02-16 00:17","FACTORY_A","116.70","48.66","7.24","83.00"
"21619","2026-02-16 00:18","FACTORY_A","119.40","44.23","7.24","85.88"
"21620","2026-02-16 00:19","FACTORY_A","118.14","40.87","7.25","79.97"
"21621","2026-02-16 00:20","FACTORY_A","119.11","45.97","7.19","78.24"
"21622","2026-02-16 00:21","FACTORY_A","117.35","44.17","7.18","77.38"
"21623","2026-02-16 00:22","FACTORY_A","122.14","47.73","7.19","78.84"
"21624","2026-02-16 00:23","FACTORY_A","120.33","44.95","7.24","81.69"
"21625","2026-02-16 00:24","FACTORY_A","122.95","43.86","7.28","81.66"
"21626","2026-02-16 00:25","FACTORY_A","118.17","43.48","7.18","87.30"
"21627","2026-02-16 00:26","FACTORY_A","126.40","45.93","7.19","79.02"
"21628","2026-02-16 00:27","FACTORY_A","114.29","44.59","7.20","84.40"
"21629","2026-02-16 00:28","FACTORY_A","115.24","47.20","7.19","75.41"
"21630","2026-02-16 00:29","FACTORY_A","125.26","44.68","7.17","73.54"
"21631","2026-02-16 00:30","FACTORY_A","121.42","47.12","7.19","84.91"
"21632","2026-02-16 00:31","FACTORY_A","121.02","42.93","7.16","81.96"
"21633","2026-02-16 00:32","FACTORY_A","121.29","42.39","7.24","77.30"
"21634","2026-02-16 00:33","FACTORY_A","121.71","46.24","7.27","75.34"
"21635","2026-02-16 00:34","FACTORY_A","120.90","44.30","7.19","77.57"
"21636","2026-02-16 00:35","FACTORY_A","117.10","44.60","7.28","81.04"
"21637","2026-02-16 00:36","FACTORY_A","122.45","43.48","7.19","80.74"
"21638","2026-02-16 00:37","FACTORY_A","121.98","43.37","7.17","72.73"
"21639","2026-02-16 00:38","FACTORY_A","124.29","45.95","7.23","73.61"
"21640","2026-02-16 00:39","FACTORY_A","125.29","44.97","7.15","80.65"
"21641","2026-02-16 00:40","FACTORY_A","120.99","43.41","7.23","82.90"
"21642","2026-02-16 00:41","FACTORY_A","116.32","46.19","7.21","76.03"
"21643","2026-02-16 00:42","FACTORY_A","125.32","46.76","7.18","72.87"
"21644","2026-02-16 00:43","FACTORY_A","116.95","44.84","7.17","80.15"
"21645","2026-02-16 00:44","FACTORY_A","121.01","46.50","7.16","68.96"
"21646","2026-02-16 00:45","FACTORY_A","119.23","43.50","7.25","78.05"
"21647","2026-02-16 00:46","FACTORY_A","118.71","45.87","7.19","82.97"
"21648","2026-02-16 00:47","FACTORY_A","122.29","45.24","7.22","78.77"
"21649","2026-02-16 00:48","FACTORY_A","120.73","43.81","7.20","72.16"
"21650","2026-02-16 00:49","FACTORY_A","121.54","48.08","7.19","87.53"
"21651","2026-02-16 00:50","FACTORY_A","117.55","45.35","7.22","80.03"
"21652","2026-02-16 00:51","FACTORY_A","119.48","44.11","7.23","81.04"
"21653","2026-02-16 00:52","FACTORY_A","117.69","45.03","7.21","84.39"
"21654","2026-02-16 00:53","FACTORY_A","119.40","43.70","7.19","79.09"
"21655","2026-02-16 00:54","FACTORY_A","119.64","43.26","7.15","78.62"
"21656","2026-02-16 00:55","FACTORY_A","125.53","44.33","7.17","86.13"
"21657","2026-02-16 00:56","FACTORY_A","119.22","44.43","7.18","75.91"
"21658","2026-02-16 00:57","FACTORY_A","113.62","43.79","7.20","84.57"
"21659","2026-02-16 00:58","FACTORY_A","124.19","46.88","7.11","74.35"
"21660","2026-02-16 00:59","FACTORY_A","121.35","43.85","7.23","76.36"
"21661","2026-02-16 01:00","FACTORY_A","119.61","43.60","7.22","81.46"
"21662","2026-02-16 01:01","FACTORY_A","118.69","43.22","7.17","87.14"
"21663","2026-02-16 01:02","FACTORY_A","117.16","43.08","7.15","80.74"
"21664","2026-02-16 01:03","FACTORY_A","125.81","46.54","7.17","73.00"
"21665","2026-02-16 01:04","FACTORY_A","120.16","45.39","7.13","83.56"
"21666","2026-02-16 01:05","FACTORY_A","114.79","46.04","7.18","76.03"
"21667","2026-02-16 01:06","FACTORY_A","120.98","46.53","7.19","83.17"
"21668","2026-02-16 01:07","FACTORY_A","123.62","44.50","7.25","81.44"
"21669","2026-02-16 01:08","FACTORY_A","120.47","47.21","7.22","72.49"
"21670","2026-02-16 01:09","FACTORY_A","117.30","44.06","7.26","81.80"
"21671","2026-02-16 01:10","FACTORY_A","117.03","43.36","7.21","73.83"
"21672","2026-02-16 01:11","FACTORY_A","117.25","45.56","7.15","86.76"
"21673","2026-02-16 01:12","FACTORY_A","124.56","45.22","7.29","72.14"
"21674","2026-02-16 01:13","FACTORY_A","119.79","45.21","7.18","79.20"
"21675","2026-02-16 01:14","FACTORY_A","114.96","46.52","7.12","75.27"
"21676","2026-02-16 01:15","FACTORY_A","121.15","45.16","7.21","87.05"
"21677","2026-02-16 01:16","FACTORY_A","120.42","45.47","7.12","72.26"
"21678","2026-02-16 01:17","FACTORY_A","118.65","47.04","7.20","91.65"
"21679","2026-02-16 01:18","FACTORY_A","116.94","45.40","7.18","78.19"
"21680","2026-02-16 01:19","FACTORY_A","116.81","45.74","7.23","77.18"
"21681","2026-02-16 01:20","FACTORY_A","123.26","42.87","7.25","83.86"
"21682","2026-02-16 01:21","FACTORY_A","120.74","50.58","7.18","79.83"
"21683","2026-02-16 01:22","FACTORY_A","121.44","42.61","7.18","75.75"
"21684","2026-02-16 01:23","FACTORY_A","120.73","44.19","7.24","76.18"
"21685","2026-02-16 01:24","FACTORY_A","120.98","44.15","7.16","77.51"
"21686","2026-02-16 01:25","FACTORY_A","118.59","48.16","7.20","76.53"
"21687","2026-02-16 01:26","FACTORY_A","119.38","44.10","7.23","84.05"
"21688","2026-02-16 01:27","FACTORY_A","123.49","45.66","7.16","80.43"
"21689","2026-02-16 01:28","FACTORY_A","124.24","44.16","7.18","82.31"
"21690","2026-02-16 01:29","FACTORY_A","116.33","43.44","7.21","77.91"
"21691","2026-02-16 01:30","FACTORY_A","119.38","45.86","7.27","83.22"
"21692","2026-02-16 01:31","FACTORY_A","122.52","43.92","7.14","76.53"
"21693","2026-02-16 01:32","FACTORY_A","125.65","45.31","7.19","75.39"
"21694","2026-02-16 01:33","FACTORY_A","125.35","45.94","7.27","77.45"
"21695","2026-02-16 01:34","FACTORY_A","117.61","47.86","7.25","87.12"
"21696","2026-02-16 01:35","FACTORY_A","123.83","43.11","7.19","77.12"
"21697","2026-02-16 01:36","FACTORY_A","120.18","44.77","7.20","77.35"
"21698","2026-02-16 01:37","FACTORY_A","123.13","44.83","7.22","81.09"
"21699","2026-02-16 01:38","FACTORY_A","122.36","45.00","7.22","79.35"
"21700","2026-02-16 01:39","FACTORY_A","116.21","48.85","7.27","74.56"
"21701","2026-02-16 01:40","FACTORY_A","121.65","44.74","7.26","74.09"
"21702","2026-02-16 01:41","FACTORY_A","123.02","41.22","7.13","83.74"
"21703","2026-02-16 01:42","FACTORY_A","119.94","44.70","7.12","74.06"
"21704","2026-02-16 01:43","FACTORY_A","119.26","44.82","7.17","84.42"
"21705","2026-02-16 01:44","FACTORY_A","115.29","44.64","7.11","77.66"
"21706","2026-02-16 01:45","FACTORY_A","122.05","43.92","7.27","68.38"
"21707","2026-02-16 01:46","FACTORY_A","120.63","43.02","7.13","83.23"
"21708","2026-02-16 01:47","FACTORY_A","117.23","48.24","7.19","84.01"
"21709","2026-02-16 01:48","FACTORY_A","119.02","45.48","7.16","82.91"
"21710","2026-02-16 01:49","FACTORY_A","120.46","44.71","7.12","77.67"
"21711","2026-02-16 01:50","FACTORY_A","118.32","48.19","7.26","78.22"
"21712","2026-02-16 01:51","FACTORY_A","120.01","43.70","7.17","77.73"
"21713","2026-02-16 01:52","FACTORY_A","114.75","45.90","7.30","76.40"
"21714","2026-02-16 01:53","FACTORY_A","124.05","43.13","7.27","81.40"
"21715","2026-02-16 01:54","FACTORY_A","120.05","46.13","7.20","78.97"
"21716","2026-02-16 01:55","FACTORY_A","116.70","43.30","7.10","77.68"
"21717","2026-02-16 01:56","FACTORY_A","112.62","45.71","7.18","76.44"
"21718","2026-02-16 01:57","FACTORY_A","123.09","47.93","7.31","80.74"
"21719","2026-02-16 01:58","FACTORY_A","121.67","45.14","7.22","86.34"
"21720","2026-02-16 01:59","FACTORY_A","120.63","41.71","7.19","80.59"
"21721","2026-02-16 02:00","FACTORY_A","122.59","45.05","7.17","73.22"
"21722","2026-02-16 02:01","FACTORY_A","122.58","45.72","7.24","79.88"
"21723","2026-02-16 02:02","FACTORY_A","120.58","46.35","7.22","82.41"
"21724","2026-02-16 02:03","FACTORY_A","119.24","47.21","7.21","83.55"
"21725","2026-02-16 02:04","FACTORY_A","118.75","47.29","7.26","82.58"
"21726","2026-02-16 02:05","FACTORY_A","121.26","44.80","7.25","80.67"
"21727","2026-02-16 02:06","FACTORY_A","124.19","44.01","7.22","93.55"
"21728","2026-02-16 02:07","FACTORY_A","119.69","43.32","7.12","74.05"
"21729","2026-02-16 02:08","FACTORY_A","124.43","44.19","7.15","87.45"
"21730","2026-02-16 02:09","FACTORY_A","121.12","45.71","7.17","82.77"
"21731","2026-02-16 02:10","FACTORY_A","121.14","42.98","7.20","91.47"
"21732","2026-02-16 02:11","FACTORY_A","127.22","43.61","7.27","72.76"
"21733","2026-02-16 02:12","FACTORY_A","124.96","45.84","7.30","87.68"
"21734","2026-02-16 02:13","FACTORY_A","125.04","44.03","7.22","88.19"
"21735","2026-02-16 02:14","FACTORY_A","117.61","45.55","7.23","79.21"
"21736","2026-02-16 02:15","FACTORY_A","126.58","43.78","7.12","75.75"
"21737","2026-02-16 02:16","FACTORY_A","119.75","45.43","7.18","90.62"
"21738","2026-02-16 02:17","FACTORY_A","119.32","43.84","7.17","75.88"
"21739","2026-02-16 02:18","FACTORY_A","113.52","42.15","7.17","85.23"
"21740","2026-02-16 02:19","FACTORY_A","120.98","46.43","7.23","87.48"
"21741","2026-02-16 02:20","FACTORY_A","116.75","43.96","7.18","79.20"
"21742","2026-02-16 02:21","FACTORY_A","121.22","44.63","7.11","79.16"
"21743","2026-02-16 02:22","FACTORY_A","116.52","43.96","7.24","88.83"
"21744","2026-02-16 02:23","FACTORY_A","125.39","45.82","7.26","78.46"
"21745","2026-02-16 02:24","FACTORY_A","121.65","45.50","7.21","77.21"
"21746","2026-02-16 02:25","FACTORY_A","126.84","45.81","7.19","66.51"
"21747","2026-02-16 02:26","FACTORY_A","116.93","44.18","7.16","85.61"
"21748","2026-02-16 02:27","FACTORY_A","124.65","44.93","7.16","78.13"
"21749","2026-02-16 02:28","FACTORY_A","114.59","45.63","7.25","83.91"
"21750","2026-02-16 02:29","FACTORY_A","120.62","47.32","7.16","79.26"
"21751","2026-02-16 02:30","FACTORY_A","118.11","45.46","7.30","86.68"
"21752","2026-02-16 02:31","FACTORY_A","118.66","43.49","7.25","86.88"
"21753","2026-02-16 02:32","FACTORY_A","118.45","45.40","7.22","75.02"
"21754","2026-02-16 02:33","FACTORY_A","117.26","44.75","7.34","77.68"
"21755","2026-02-16 02:34","FACTORY_A","116.22","42.00","7.26","82.91"
"21756","2026-02-16 02:35","FACTORY_A","118.67","42.23","7.18","87.04"
"21757","2026-02-16 02:36","FACTORY_A","120.35","44.90","7.15","80.56"
"21758","2026-02-16 02:37","FACTORY_A","123.49","45.03","7.18","81.07"
"21759","2026-02-16 02:38","FACTORY_A","120.89","44.56","7.19","81.74"
"21760","2026-02-16 02:39","FACTORY_A","123.50","46.33","7.16","75.62"
"21761","2026-02-16 02:40","FACTORY_A","115.57","43.60","7.14","77.73"
"21762","2026-02-16 02:41","FACTORY_A","118.70","42.92","7.21","79.07"
"21763","2026-02-16 02:42","FACTORY_A","122.13","43.76","7.24","85.00"
"21764","2026-02-16 02:43","FACTORY_A","121.03","44.09","7.29","88.97"
"21765","2026-02-16 02:44","FACTORY_A","117.42","44.91","7.20","75.45"
"21766","2026-02-16 02:45","FACTORY_A","122.80","43.80","7.23","83.61"
"21767","2026-02-16 02:46","FACTORY_A","118.41","41.79","7.11","81.09"
"21768","2026-02-16 02:47","FACTORY_A","117.67","41.15","7.24","77.49"
"21769","2026-02-16 02:48","FACTORY_A","121.46","45.18","7.15","75.20"
"21770","2026-02-16 02:49","FACTORY_A","120.02","43.31","7.22","81.14"
"21771","2026-02-16 02:50","FACTORY_A","118.43","41.99","7.20","77.08"
"21772","2026-02-16 02:51","FACTORY_A","118.33","45.94","7.19","81.86"
"21773","2026-02-16 02:52","FACTORY_A","116.79","47.32","7.13","74.99"
"21774","2026-02-16 02:53","FACTORY_A","118.81","44.86","7.16","74.48"
"21775","2026-02-16 02:54","FACTORY_A","123.30","45.40","7.15","85.38"
"21776","2026-02-16 02:55","FACTORY_A","120.73","45.42","7.17","80.98"
"21777","2026-02-16 02:56","FACTORY_A","122.88","41.53","7.26","80.86"
"21778","2026-02-16 02:57","FACTORY_A","121.55","46.33","7.18","77.47"
"21779","2026-02-16 02:58","FACTORY_A","118.16","46.86","7.17","83.79"
"21780","2026-02-16 02:59","FACTORY_A","115.05","47.76","7.23","79.09"
"21781","2026-02-16 03:00","FACTORY_A","117.22","44.34","7.22","83.89"
"21782","2026-02-16 03:01","FACTORY_A","117.99","43.30","7.30","77.73"
"21783","2026-02-16 03:02","FACTORY_A","117.75","47.04","7.25","74.69"
"21784","2026-02-16 03:03","FACTORY_A","122.94","45.75","7.10","76.37"
"21785","2026-02-16 03:04","FACTORY_A","122.91","46.31","7.24","82.12"
"21786","2026-02-16 03:05","FACTORY_A","126.64","44.03","7.23","75.06"
"21787","2026-02-16 03:06","FACTORY_A","117.71","45.41","7.28","89.06"
"21788","2026-02-16 03:07","FACTORY_A","124.79","43.42","7.19","73.20"
"21789","2026-02-16 03:08","FACTORY_A","124.77","44.99","7.25","79.25"
"21790","2026-02-16 03:09","FACTORY_A","119.30","44.48","7.18","85.95"
"21791","2026-02-16 03:10","FACTORY_A","121.42","48.52","7.21","81.43"
"21792","2026-02-16 03:11","FACTORY_A","123.72","45.82","7.15","78.24"
"21793","2026-02-16 03:12","FACTORY_A","119.82","41.77","7.13","85.75"
"21794","2026-02-16 03:13","FACTORY_A","119.59","45.00","7.24","75.36"
"21795","2026-02-16 03:14","FACTORY_A","118.12","45.55","7.20","78.56"
"21796","2026-02-16 03:15","FACTORY_A","112.92","44.29","7.14","71.91"
"21797","2026-02-16 03:16","FACTORY_A","120.21","43.35","7.24","84.42"
"21798","2026-02-16 03:17","FACTORY_A","117.87","45.99","7.06","82.80"
"21799","2026-02-16 03:18","FACTORY_A","116.77","43.56","7.16","82.81"
"21800","2026-02-16 03:19","FACTORY_A","121.27","45.86","7.12","80.65"
"21801","2026-02-16 03:20","FACTORY_A","115.65","43.43","7.26","80.41"
"21802","2026-02-16 03:21","FACTORY_A","122.42","44.20","7.18","80.54"
"21803","2026-02-16 03:22","FACTORY_A","121.45","46.43","7.20","81.52"
"21804","2026-02-16 03:23","FACTORY_A","118.80","45.73","7.22","80.65"
"21805","2026-02-16 03:24","FACTORY_A","119.81","45.05","7.24","75.34"
"21806","2026-02-16 03:25","FACTORY_A","116.43","44.96","7.23","68.71"
"21807","2026-02-16 03:26","FACTORY_A","122.25","45.14","7.24","90.44"
"21808","2026-02-16 03:27","FACTORY_A","120.56","43.81","7.19","76.76"
"21809","2026-02-16 03:28","FACTORY_A","120.79","42.72","7.24","79.12"
"21810","2026-02-16 03:29","FACTORY_A","121.51","45.85","7.17","85.57"
"21811","2026-02-16 03:30","FACTORY_A","118.07","47.30","7.18","81.68"
"21812","2026-02-16 03:31","FACTORY_A","115.44","45.91","7.12","72.85"
"21813","2026-02-16 03:32","FACTORY_A","122.87","45.38","7.28","74.18"
"21814","2026-02-16 03:33","FACTORY_A","122.07","43.19","7.15","84.40"
"21815","2026-02-16 03:34","FACTORY_A","118.39","46.32","7.27","82.98"
"21816","2026-02-16 03:35","FACTORY_A","121.23","45.72","7.23","77.42"
"21817","2026-02-16 03:36","FACTORY_A","123.77","46.14","7.21","79.79"
"21818","2026-02-16 03:37","FACTORY_A","123.42","46.55","7.22","80.19"
"21819","2026-02-16 03:38","FACTORY_A","118.31","47.38","7.15","81.24"
"21820","2026-02-16 03:39","FACTORY_A","115.53","43.33","7.28","82.10"
"21821","2026-02-16 03:40","FACTORY_A","116.05","43.07","7.18","78.06"
"21822","2026-02-16 03:41","FACTORY_A","119.06","45.22","7.25","83.50"
