"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"17746","2026-02-13 07:45","FACTORY_C","115.00","47.40","7.25","82.80"
"17747","2026-02-13 07:46","FACTORY_C","115.00","45.31","7.14","81.37"
"17748","2026-02-13 07:47","FACTORY_C","115.00","44.25","7.20","75.50"
"17749","2026-02-13 07:48","FACTORY_C","115.00","46.47","7.13","73.20"
"17750","2026-02-13 07:49","FACTORY_C","115.00","46.18","7.18","76.58"
"17751","2026-02-13 07:50","FACTORY_C","115.00","44.61","7.27","82.72"
"17752","2026-02-13 07:51","FACTORY_C","115.00","42.92","7.12","82.85"
"17753","2026-02-13 07:52","FACTORY_C","115.00","43.08","7.14","82.14"
"17754","2026-02-13 07:53","FACTORY_C","115.00","44.84","7.18","80.23"
"17755","2026-02-13 07:54","FACTORY_C","115.00","46.14","7.20","80.15"
"17756","2026-02-13 07:55","FACTORY_C","115.00","41.76","7.19","73.73"
"17757","2026-02-13 07:56","FACTORY_C","115.00","44.95","7.14","81.76"
"17758","2026-02-13 07:57","FACTORY_C","115.00","44.59","7.08","83.40"
"17759","2026-02-13 07:58","FACTORY_C","115.00","46.43","7.25","69.43"
"17760","2026-02-13 07:59","FACTORY_C","115.00","41.17","7.21","78.39"
"17761","2026-02-13 08:00","FACTORY_C","115.00","45.32","7.13","81.12"
"17762","2026-02-13 08:01","FACTORY_C","115.00","43.70","7.19","79.54"
"17763","2026-02-13 08:02","FACTORY_C","115.00","45.27","7.18","74.83"
"17764","2026-02-13 08:03","FACTORY_C","115.00","49.10","7.13","70.66"
"17765","2026-02-13 08:04","FACTORY_C","115.00","47.47","7.16","85.73"
"17766","2026-02-13 08:05","FACTORY_C","115.00","45.24","7.11","79.32"
"17767","2026-02-13 08:06","FACTORY_C","115.00","42.36","7.18","78.40"
"17768","2026-02-13 08:07","FACTORY_C","115.00","43.92","7.19","77.13"
"17769","2026-02-13 08:08","FACTORY_C","115.00","46.72","7.09","85.38"
"17770","2026-02-13 08:09","FACTORY_C","115.00","44.34","7.17","93.08"
"17771","2026-02-13 08:10","FACTORY_C","115.00","43.11","7.19","85.77"
"17772","2026-02-13 08:11","FACTORY_C","115.00","44.94","7.10","72.16"
"17773","2026-02-13 08:12","FACTORY_C","115.00","44.54","7.27","80.44"
"17774","2026-02-13 08:13","FACTORY_C","115.00","46.89","7.25","79.36"
"17775","2026-02-13 08:14","FACTORY_C","115.00","43.42","7.25","73.56"
"17776","2026-02-13 08:15","FACTORY_C","115.00","43.65","7.14","80.76"
"17777","2026-02-13 08:16","FACTORY_C","115.00","45.73","7.26","88.83"
"17778","2026-02-13 08:17","FACTORY_C","115.00","45.45","7.17","83.22"
"17779","2026-02-13 08:18","FACTORY_C","115.00","45.14","7.27","82.16"
"17780","2026-02-13 08:19","FACTORY_C","115.00","45.20","7.19","78.08"
"17781","2026-02-13 08:20","FACTORY_C","115.00","48.28","7.16","76.28"
"17782","2026-02-13 08:21","FACTORY_C","115.00","43.69","7.16","79.29"
"17783","2026-02-13 08:22","FACTORY_C","115.00","44.43","7.26","84.10"
"17784","2026-02-13 08:23","FACTORY_C","115.00","47.14","7.24","79.31"
"17785","2026-02-13 08:24","FACTORY_C","115.00","44.06","7.14","79.78"
"17786","2026-02-13 08:25","FACTORY_C","115.00","46.63","7.19","80.01"
"17787","2026-02-13 08:26","FACTORY_C","115.00","45.50","7.14","83.99"
"17788","2026-02-13 08:27","FACTORY_C","115.00","42.43","7.22","75.34"
"17789","2026-02-13 08:28","FACTORY_C","115.00","43.87","7.15","78.86"
"17790","2026-02-13 08:29","FACTORY_C","115.00","45.04","7.18","79.08"
"17791","2026-02-13 08:30","FACTORY_C","115.00","42.35","7.18","77.42"
"17792","2026-02-13 08:31","FACTORY_C","115.00","45.05","7.27","78.17"
"17793","2026-02-13 08:32","FACTORY_C","115.00","43.61","7.13","77.46"
"17794","2026-02-13 08:33","FACTORY_C","115.00","43.48","7.18","82.90"
"17795","2026-02-13 08:34","FACTORY_C","115.00","52.49","7.24","75.77"
"17796","2026-02-13 08:35","FACTORY_C","115.00","47.02","7.24","78.38"
"17797","2026-02-13 08:36","FACTORY_C","115.00","46.50","7.16","70.50"
"17798","2026-02-13 08:37","FACTORY_C","115.00","42.57","7.22","75.24"
"17799","2026-02-13 08:38","FACTORY_C","115.00","42.82","7.25","87.25"
"17800","2026-02-13 08:39","FACTORY_C","115.00","45.92","7.23","77.56"
"17801","2026-02-13 08:40","FACTORY_C","115.00","41.11","7.16","97.00"
"17802","2026-02-13 08:41","FACTORY_C","115.00","43.49","7.18","76.20"
"17803","2026-02-13 08:42","FACTORY_C","115.00","43.52","7.14","87.26"
"17804","2026-02-13 08:43","FACTORY_C","115.00","44.21","7.18","81.10"
"17805","2026-02-13 08:44","FACTORY_C","115.00","46.61","7.19","78.41"
"17806","2026-02-13 08:45","FACTORY_C","115.00","47.19","7.19","81.39"
"17807","2026-02-13 08:46","FACTORY_C","115.00","45.89","7.21","86.56"
"17808","2026-02-13 08:47","FACTORY_C","115.00","43.02","7.20","83.67"
"17809","2026-02-13 08:48","FACTORY_C","115.00","43.24","7.18","82.48"
"17810","2026-02-13 08:49","FACTORY_C","115.00","46.74","7.11","72.87"
"17811","2026-02-13 08:50","FACTORY_C","115.00","46.06","7.19","72.06"
"17812","2026-02-13 08:51","FACTORY_C","115.00","46.62","7.25","84.25"
"17813","2026-02-13 08:52","FACTORY_C","115.00","43.29","7.24","69.97"
"17814","2026-02-13 08:53","FACTORY_C","115.00","44.25","7.12","80.39"
"17815","2026-02-13 08:54","FACTORY_C","115.00","46.80","7.18","77.53"
"17816","2026-02-13 08:55","FACTORY_C","115.00","46.25","7.19","80.81"
"17817","2026-02-13 08:56","FACTORY_C","115.00","46.26","7.21","83.11"
"17818","2026-02-13 08:57","FACTORY_C","115.00","45.70","7.18","76.67"
"17819","2026-02-13 08:58","FACTORY_C","115.00","43.80","7.29","76.12"
"17820","2026-02-13 08:59","FACTORY_C","115.00","45.88","7.19","80.79"
"17821","2026-02-13 09:00","FACTORY_C","115.00","45.20","7.10","81.72"
"17822","2026-02-13 09:01","FACTORY_C","115.00","44.03","7.24","83.45"
"17823","2026-02-13 09:02","FACTORY_C","115.00","43.94","7.22","79.90"
"17824","2026-02-13 09:03","FACTORY_C","115.00","45.19","7.16","76.87"
"17825","2026-02-13 09:04","FACTORY_C","115.00","44.83","7.19","81.99"
"17826","2026-02-13 09:05","FACTORY_C","115.00","44.36","7.22","79.95"
"17827","2026-02-13 09:06","FACTORY_C","115.00","44.91","7.14","78.26"
"17828","2026-02-13 09:07","FACTORY_C","115.00","44.08","7.23","72.09"
"17829","2026-02-13 09:08","FACTORY_C","115.00","45.54","7.18","83.14"
"17830","2026-02-13 09:09","FACTORY_C","115.00","45.45","7.14","75.34"
"17831","2026-02-13 09:10","FACTORY_C","115.00","45.56","7.21","86.10"
"17832","2026-02-13 09:11","FACTORY_C","115.00","42.20","7.15","85.24"
"17833","2026-02-13 09:12","FACTORY_C","115.00","43.47","7.27","85.17"
"17834","2026-02-13 09:13","FACTORY_C","115.00","43.54","7.21","85.18"
"17835","2026-02-13 09:14","FACTORY_C","115.00","42.61","7.24","74.05"
"17836","2026-02-13 09:15","FACTORY_C","115.00","47.11","7.06","81.19"
"17837","2026-02-13 09:16","FACTORY_C","115.00","45.24","7.20","76.83"
"17838","2026-02-13 09:17","FACTORY_C","115.00","43.87","7.26","80.30"
"17839","2026-02-13 09:18","FACTORY_C","115.00","43.92","7.14","81.04"
"17840","2026-02-13 09:19","FACTORY_C","115.00","42.53","7.25","84.34"
"17841","2026-02-13 09:20","FACTORY_C","115.00","42.11","7.16","79.56"
"17842","2026-02-13 09:21","FACTORY_C","115.00","45.56","7.19","88.10"
"17843","2026-02-13 09:22","FACTORY_C","115.00","48.64","7.15","70.87"
"17844","2026-02-13 09:23","FACTORY_C","115.00","46.12","7.23","70.42"
"17845","2026-02-13 09:24","FACTORY_C","115.00","44.99","7.21","77.89"
"17846","2026-02-13 09:25","FACTORY_C","115.00","43.70","7.23","75.81"
"17847","2026-02-13 09:26","FACTORY_C","115.00","44.60","7.13","87.39"
"17848","2026-02-13 09:27","FACTORY_C","115.00","41.75","7.25","79.10"
"17849","2026-02-13 09:28","FACTORY_C","115.00","44.68","7.15","83.18"
"17850","2026-02-13 09:29","FACTORY_C","115.00","44.44","7.23","78.22"
"17851","2026-02-13 09:30","FACTORY_C","115.00","42.63","7.26","77.94"
"17852","2026-02-13 09:31","FACTORY_C","115.00","42.30","7.17","77.91"
"17853","2026-02-13 09:32","FACTORY_C","115.00","45.59","7.21","76.18"
"17854","2026-02-13 09:33","FACTORY_C","115.00","42.65","7.19","80.83"
"17855","2026-02-13 09:34","FACTORY_C","115.00","47.91","7.07","77.61"
"17856","2026-02-13 09:35","FACTORY_C","115.00","42.53","7.24","72.88"
"17857","2026-02-13 09:36","FACTORY_C","115.00","46.14","7.18","73.62"
"17858","2026-02-13 09:37","FACTORY_C","115.00","42.07","7.19","76.35"
"17859","2026-02-13 09:38","FACTORY_C","115.00","45.54","7.25","85.38"
"17860","2026-02-13 09:39","FACTORY_C","115.00","43.91","7.19","79.28"
"17861","2026-02-13 09:40","FACTORY_C","115.00","44.43","7.21","84.33"
"17862","2026-02-13 09:41","FACTORY_C","115.00","45.31","7.30","78.83"
"17863","2026-02-13 09:42","FACTORY_C","115.00","43.57","7.24","79.00"
"17864","2026-02-13 09:43","FACTORY_C","115.00","46.17","7.23","84.33"
"17865","2026-02-13 09:44","FACTORY_C","115.00","45.66","7.19","72.68"
"17866","2026-02-13 09:45","FACTORY_C","115.00","43.44","7.23","76.56"
"17867","2026-02-13 09:46","FACTORY_C","115.00","42.92","7.25","67.57"
"17868","2026-02-13 09:47","FACTORY_C","115.00","44.74","7.20","75.71"
"17869","2026-02-13 09:48","FACTORY_C","115.00","45.47","7.14","82.30"
"17870","2026-02-13 09:49","FACTORY_C","115.00","43.63","7.22","81.48"
"17871","2026-02-13 09:50","FACTORY_C","115.00","44.95","7.24","87.79"
"17872","2026-02-13 09:51","FACTORY_C","115.00","46.00","7.18","78.71"
"17873","2026-02-13 09:52","FACTORY_C","115.00","45.51","7.18","86.85"
"17874","2026-02-13 09:53","FACTORY_C","115.00","44.14","7.16","81.51"
"17875","2026-02-13 09:54","FACTORY_C","115.00","46.86","7.24","76.42"
"17876","2026-02-13 09:55","FACTORY_C","115.00","43.83","7.18","74.72"
"17877","2026-02-13 09:56","FACTORY_C","115.00","41.64","7.18","88.15"
"17878","2026-02-13 09:57","FACTORY_C","115.00","41.95","7.18","80.33"
"17879","2026-02-13 09:58","FACTORY_C","115.00","44.24","7.23","76.75"
"17880","2026-02-13 09:59","FACTORY_C","115.00","44.09","7.24","76.69"
"17881","2026-02-13 10:00","FACTORY_C","115.00","44.30","7.22","87.61"
"17882","2026-02-13 10:01","FACTORY_C","115.00","43.97","7.20","80.93"
"17883","2026-02-13 10:02","FACTORY_C","115.00","44.10","7.17","75.20"
"17884","2026-02-13 10:03","FACTORY_C","115.00","43.21","7.21","76.08"
"17885","2026-02-13 10:04","FACTORY_C","115.00","45.77","7.20","75.73"
"17886","2026-02-13 10:05","FACTORY_C","115.00","44.52","7.24","80.19"
"17887","2026-02-13 10:06","FACTORY_C","115.00","46.31","7.24","87.98"
"17888","2026-02-13 10:07","FACTORY_C","115.00","45.23","7.23","72.58"
"17889","2026-02-13 10:08","FACTORY_C","115.00","43.96","7.29","79.25"
"17890","2026-02-13 10:09","FACTORY_C","115.00","44.39","7.32","86.27"
"17891","2026-02-13 10:10","FACTORY_C","115.00","45.15","7.22","79.17"
"17892","2026-02-13 10:11","FACTORY_C","115.00","43.11","7.22","82.21"
"17893","2026-02-13 10:12","FACTORY_C","115.00","45.20","7.24","81.10"
"17894","2026-02-13 10:13","FACTORY_C","115.00","45.69","7.29","70.35"
"17895","2026-02-13 10:14","FACTORY_C","115.00","41.17","7.17","79.01"
"17896","2026-02-13 10:15","FACTORY_C","115.00","43.33","7.17","75.31"
"17897","2026-02-13 10:16","FACTORY_C","115.00","45.87","7.18","85.19"
"17898","2026-02-13 10:17","FACTORY_C","115.00","45.41","7.26","86.72"
"17899","2026-02-13 10:18","FACTORY_C","115.00","44.48","7.28","82.21"
"17900","2026-02-13 10:19","FACTORY_C","115.00","44.94","7.17","83.82"
"17901","2026-02-13 10:20","FACTORY_C","115.00","44.74","7.21","77.36"
"17902","2026-02-13 10:21","FACTORY_C","115.00","46.81","7.29","86.92"
"17903","2026-02-13 10:22","FACTORY_C","115.00","42.86","7.22","83.08"
"17904","2026-02-13 10:23","FACTORY_C","115.00","46.37","7.20","76.07"
"17905","2026-02-13 10:24","FACTORY_C","115.00","45.36","7.26","70.92"
"17906","2026-02-13 10:25","FACTORY_C","115.00","46.80","7.18","86.39"
"17907","2026-02-13 10:26","FACTORY_C","115.00","45.86","7.32","74.30"
"17908","2026-02-13 10:27","FACTORY_C","115.00","45.53","7.29","82.89"
"17909","2026-02-13 10:28","FACTORY_C","115.00","44.76","7.11","84.42"
"17910","2026-02-13 10:29","FACTORY_C","115.00","44.72","7.16","75.58"
"17911","2026-02-13 10:30","FACTORY_C","115.00","47.36","7.19","90.09"
"17912","2026-02-13 10:31","FACTORY_C","115.00","42.69","7.16","76.71"
"17913","2026-02-13 10:32","FACTORY_C","115.00","43.64","7.13","76.53"
"17914","2026-02-13 10:33","FACTORY_C","115.00","46.28","7.14","79.96"
"17915","2026-02-13 10:34","FACTORY_C","115.00","45.79","7.18","79.24"
"17916","2026-02-13 10:35","FACTORY_C","115.00","47.91","7.18","76.85"
"17917","2026-02-13 10:36","FACTORY_C","115.00","44.00","7.26","79.13"
"17918","2026-02-13 10:37","FACTORY_C","115.00","45.01","7.25","83.89"
"17919","2026-02-13 10:38","FACTORY_C","115.00","46.78","7.21","77.47"
"17920","2026-02-13 10:39","FACTORY_C","115.00","45.59","7.20","77.86"
"17921","2026-02-13 10:40","FACTORY_C","115.00","46.79","7.16","70.60"
"17922","2026-02-13 10:41","FACTORY_C","115.00","43.92","7.25","74.51"
"17923","2026-02-13 10:42","FACTORY_C","115.00","45.75","7.14","72.15"
"17924","2026-02-13 10:43","FACTORY_C","115.00","42.59","7.19","84.90"
"17925","2026-02-13 10:44","FACTORY_C","115.00","46.99","7.17","81.92"
"17926","2026-02-13 10:45","FACTORY_C","115.00","45.34","7.33","81.13"
"17927","2026-02-13 10:46","FACTORY_C","115.00","45.80","7.21","79.23"
"17928","2026-02-13 10:47","FACTORY_C","115.00","44.19","7.28","81.50"
"17929","2026-02-13 10:48","FACTORY_C","115.00","45.46","7.22","85.26"
"17930","2026-02-13 10:49","FACTORY_C","115.00","46.86","7.25","84.00"
"17931","2026-02-13 10:50","FACTORY_C","115.00","43.34","7.20","75.95"
"17932","2026-02-13 10:51","FACTORY_C","115.00","47.40","7.17","70.99"
"17933","2026-02-13 10:52","FACTORY_C","115.00","45.56","7.14","75.26"
"17934","2026-02-13 10:53","FACTORY_C","115.00","43.86","7.13","75.19"
"17935","2026-02-13 10:54","FACTORY_C","115.00","44.02","7.22","84.28"
"17936","2026-02-13 10:55","FACTORY_C","115.00","45.73","7.31","84.39"
"17937","2026-02-13 10:56","FACTORY_C","115.00","44.11","7.14","92.00"
"17938","2026-02-13 10:57","FACTORY_C","115.00","46.31","7.18","74.36"
"17939","2026-02-13 10:58","FACTORY_C","115.00","45.31","7.24","80.94"
"17940","2026-02-13 10:59","FACTORY_C","115.00","47.27","7.19","84.52"
"17941","2026-02-13 11:00","FACTORY_C","115.00","45.70","7.28","84.27"
"17942","2026-02-13 11:01","FACTORY_C","115.00","46.50","7.24","73.19"
"17943","2026-02-13 11:02","FACTORY_C","115.00","45.17","7.08","84.36"
"17944","2026-02-13 11:03","FACTORY_C","115.00","42.87","7.20","81.43"
"17945","2026-02-13 11:04","FACTORY_C","115.00","44.80","7.24","81.35"
"17946","2026-02-13 11:05","FACTORY_C","115.00","42.68","7.20","86.06"
"17947","2026-02-13 11:06","FACTORY_C","115.00","44.93","7.23","75.35"
"17948","2026-02-13 11:07","FACTORY_C","115.00","45.58","7.17","80.12"
"17949","2026-02-13 11:08","FACTORY_C","115.00","43.89","7.25","72.76"
"17950","2026-02-13 11:09","FACTORY_C","115.00","43.68","7.17","84.39"
"17951","2026-02-13 11:10","FACTORY_C","115.00","46.82","7.07","77.07"
"17952","2026-02-13 11:11","FACTORY_C","115.00","42.37","7.15","75.35"
"17953","2026-02-13 11:12","FACTORY_C","115.00","47.14","7.18","72.79"
"17954","2026-02-13 11:13","FACTORY_C","115.00","45.95","7.21","84.81"
"17955","2026-02-13 11:14","FACTORY_C","115.00","42.45","7.14","81.65"
"17956","2026-02-13 11:15","FACTORY_C","115.00","41.04","7.20","87.81"
"17957","2026-02-13 11:16","FACTORY_C","115.00","43.31","7.23","87.89"
"17958","2026-02-13 11:17","FACTORY_C","115.00","43.83","7.27","84.28"
"17959","2026-02-13 11:18","FACTORY_C","115.00","44.76","7.09","75.04"
"17960","2026-02-13 11:19","FACTORY_C","115.00","44.34","7.15","77.94"
"17961","2026-02-13 11:20","FACTORY_C","115.00","45.91","7.28","80.45"
"17962","2026-02-13 11:21","FACTORY_C","115.00","43.62","7.20","86.23"
"17963","2026-02-13 11:22","FACTORY_C","115.00","44.84","7.15","92.21"
"17964","2026-02-13 11:23","FACTORY_C","115.00","44.41","7.23","82.12"
"17965","2026-02-13 11:24","FACTORY_C","115.00","44.88","7.23","74.78"
"17966","2026-02-13 11:25","FACTORY_C","115.00","45.64","7.07","84.08"
"17967","2026-02-13 11:26","FACTORY_C","115.00","45.06","7.21","84.00"
"17968","2026-02-13 11:27","FACTORY_C","115.00","46.07","7.17","77.97"
"17969","2026-02-13 11:28","FACTORY_C","115.00","45.96","7.20","83.49"
"17970","2026-02-13 11:29","FACTORY_C","115.00","42.80","7.21","75.54"
"17971","2026-02-13 11:30","FACTORY_C","115.00","45.65","7.25","74.88"
"17972","2026-02-13 11:31","FACTORY_C","115.00","43.98","7.25","87.91"
"17973","2026-02-13 11:32","FACTORY_C","115.00","45.64","7.27","80.58"
"17974","2026-02-13 11:33","FACTORY_C","115.00","45.63","7.24","87.99"
"17975","2026-02-13 11:34","FACTORY_C","115.00","43.76","7.26","78.97"
"17976","2026-02-13 11:35","FACTORY_C","115.00","45.19","7.14","80.25"
"17977","2026-02-13 11:36","FACTORY_C","115.00","44.89","7.27","85.66"
"17978","2026-02-13 11:37","FACTORY_C","115.00","46.00","7.23","72.65"
"17979","2026-02-13 11:38","FACTORY_C","115.00","45.65","7.30","82.38"
"17980","2026-02-13 11:39","FACTORY_C","115.00","46.01","7.25","78.97"
"17981","2026-02-13 11:40","FACTORY_C","115.00","45.53","7.16","75.73"
"17982","2026-02-13 11:41","FACTORY_C","115.00","42.17","7.24","77.23"
"17983","2026-02-13 11:42","FACTORY_C","115.00","46.06","7.23","81.93"
"17984","2026-02-13 11:43","FACTORY_C","115.00","45.36","7.22","85.45"
"17985","2026-02-13 11:44","FACTORY_C","115.00","48.55","7.30","88.30"
"17986","2026-02-13 11:45","FACTORY_C","115.00","46.01","7.24","79.86"
"17987","2026-02-13 11:46","FACTORY_C","115.00","46.38","7.19","84.79"
"17988","2026-02-13 11:47","FACTORY_C","115.00","46.37","7.20","90.82"
"17989","2026-02-13 11:48","FACTORY_C","115.00","45.22","7.21","82.45"
"17990","2026-02-13 11:49","FACTORY_C","115.00","43.86","7.22","86.06"
"17991","2026-02-13 11:50","FACTORY_C","115.00","45.35","7.17","80.65"
"17992","2026-02-13 11:51","FACTORY_C","115.00","45.64","7.21","91.87"
"17993","2026-02-13 11:52","FACTORY_C","115.00","44.43","7.17","82.17"
"17994","2026-02-13 11:53","FACTORY_C","115.00","41.67","7.14","73.99"
"17995","2026-02-13 11:54","FACTORY_C","115.00","43.61","7.21","87.26"
"17996","2026-02-13 11:55","FACTORY_C","115.00","44.67","7.14","86.61"
"17997","2026-02-13 11:56","FACTORY_C","115.00","48.32","7.21","88.22"
"17998","2026-02-13 11:57","FACTORY_C","115.00","44.29","7.15","75.48"
"17999","2026-02-13 11:58","FACTORY_C","115.00","48.85","7.19","80.62"
"18000","2026-02-13 11:59","FACTORY_C","115.00","45.07","7.15","73.48"
"18001","2026-02-13 12:00","FACTORY_C","115.00","44.60","7.19","70.06"
"18002","2026-02-13 12:01","FACTORY_C","115.00","44.47","7.25","79.08"
"18003","2026-02-13 12:02","FACTORY_C","115.00","46.08","7.15","81.12"
"18004","2026-02-13 12:03","FACTORY_C","115.00","44.03","7.22","78.66"
"18005","2026-02-13 12:04","FACTORY_C","115.00","44.91","7.23","81.56"
"18006","2026-02-13 12:05","FACTORY_C","115.00","43.31","7.14","84.02"
"18007","2026-02-13 12:06","FACTORY_C","115.00","43.08","7.25","92.89"
"18008","2026-02-13 12:07","FACTORY_C","115.00","45.99","7.23","80.09"
"18009","2026-02-13 12:08","FACTORY_C","115.00","42.28","7.24","70.26"
"18010","2026-02-13 12:09","FACTORY_C","115.00","44.06","7.22","72.65"
"18011","2026-02-13 12:10","FACTORY_C","115.00","45.64","7.20","79.82"
"18012","2026-02-13 12:11","FACTORY_C","115.00","44.18","7.24","79.75"
"18013","2026-02-13 12:12","FACTORY_C","115.00","44.28","7.21","79.03"
"18014","2026-02-13 12:13","FACTORY_C","115.00","46.98","7.18","91.27"
"18015","2026-02-13 12:14","FACTORY_C","115.00","46.32","7.17","77.70"
"18020","2026-02-13 12:19","FACTORY_C","115.00","46.89","7.15","79.25"
"18021","2026-02-13 12:20","FACTORY_C","115.00","43.70","7.13","83.63"
"18022","2026-02-13 12:21","FACTORY_C","115.00","46.04","7.23","75.93"
"18023","2026-02-13 12:22","FACTORY_C","115.00","44.93","7.28","76.58"
"18024","2026-02-13 12:23","FACTORY_C","115.00","42.35","7.20","85.81"
"18025","2026-02-13 12:24","FACTORY_C","115.00","43.84","7.25","81.92"
"18026","2026-02-13 12:25","FACTORY_C","115.00","48.37","7.15","81.61"
"18027","2026-02-13 12:26","FACTORY_C","115.00","44.01","7.30","73.95"
"18028","2026-02-13 12:27","FACTORY_C","115.00","46.60","7.29","89.53"
"18029","2026-02-13 12:28","FACTORY_C","115.00","45.57","7.13","92.25"
"18030","2026-02-13 12:29","FACTORY_C","115.00","43.07","7.18","68.54"
"18031","2026-02-13 12:30","FACTORY_C","115.00","47.58","7.17","77.63"
"18032","2026-02-13 12:31","FACTORY_C","115.00","45.68","7.22","76.82"
"18033","2026-02-13 12:32","FACTORY_C","115.00","44.58","7.25","78.42"
"18034","2026-02-13 12:33","FACTORY_C","115.00","47.08","7.23","78.06"
"18035","2026-02-13 12:34","FACTORY_C","115.00","42.72","7.14","74.41"
"18036","2026-02-13 12:35","FACTORY_C","115.00","44.43","7.18","79.00"
"18037","2026-02-13 12:36","FACTORY_C","115.00","46.46","7.22","74.04"
"18038","2026-02-13 12:37","FACTORY_C","115.00","45.96","7.29","76.40"
"18039","2026-02-13 12:38","FACTORY_C","115.00","46.22","7.12","83.18"
"18040","2026-02-13 12:39","FACTORY_C","115.00","45.93","7.19","74.69"
"18041","2026-02-13 12:40","FACTORY_C","115.00","45.13","7.14","80.75"
"18042","2026-02-13 12:41","FACTORY_C","115.00","43.53","7.21","86.60"
"18043","2026-02-13 12:42","FACTORY_C","115.00","43.85","7.17","80.17"
"18044","2026-02-13 12:43","FACTORY_C","115.00","45.99","7.18","81.36"
"18045","2026-02-13 12:44","FACTORY_C","115.00","43.62","7.10","84.17"
"18046","2026-02-13 12:45","FACTORY_C","115.00","42.63","7.22","80.62"
"18047","2026-02-13 12:46","FACTORY_C","115.00","46.75","7.22","77.53"
"18048","2026-02-13 12:47","FACTORY_C","115.00","50.05","7.21","82.75"
"18049","2026-02-13 12:48","FACTORY_C","115.00","44.48","7.22","77.43"
"18050","2026-02-13 12:49","FACTORY_C","115.00","43.43","7.22","74.01"
"18051","2026-02-13 12:50","FACTORY_C","115.00","47.55","7.08","82.94"
"18052","2026-02-13 12:51","FACTORY_C","115.00","44.34","7.18","80.13"
"18053","2026-02-13 12:52","FACTORY_C","115.00","44.89","7.18","77.20"
"18054","2026-02-13 12:53","FACTORY_C","115.00","41.70","7.19","87.60"
"18055","2026-02-13 12:54","FACTORY_C","115.00","42.50","7.19","81.86"
"18056","2026-02-13 12:55","FACTORY_C","115.00","45.38","7.14","84.59"
"18057","2026-02-13 12:56","FACTORY_C","115.00","44.17","7.22","81.08"
"18058","2026-02-13 12:57","FACTORY_C","115.00","43.42","7.15","85.19"
"18059","2026-02-13 12:58","FACTORY_C","115.00","45.66","7.19","77.55"
"18060","2026-02-13 12:59","FACTORY_C","115.00","44.58","7.12","73.11"
"18061","2026-02-13 13:00","FACTORY_C","115.00","44.67","7.12","77.19"
"18062","2026-02-13 13:01","FACTORY_C","115.00","46.40","7.24","84.44"
"18063","2026-02-13 13:02","FACTORY_C","115.00","44.74","7.16","73.34"
"18064","2026-02-13 13:03","FACTORY_C","115.00","43.54","7.26","81.10"
"18065","2026-02-13 13:04","FACTORY_C","115.00","46.31","7.10","82.33"
"18066","2026-02-13 13:05","FACTORY_C","115.00","45.10","7.17","86.84"
"18067","2026-02-13 13:06","FACTORY_C","115.00","44.04","7.15","85.66"
"18068","2026-02-13 13:07","FACTORY_C","115.00","46.16","7.15","75.99"
"18069","2026-02-13 13:08","FACTORY_C","115.00","43.14","7.36","75.80"
"18070","2026-02-13 13:09","FACTORY_C","115.00","44.51","7.17","93.09"
"18071","2026-02-13 13:10","FACTORY_C","115.00","44.49","7.31","90.99"
"18072","2026-02-13 13:11","FACTORY_C","115.00","47.61","7.33","74.62"
"18073","2026-02-13 13:12","FACTORY_C","115.00","47.16","7.21","76.61"
"18074","2026-02-13 13:13","FACTORY_C","115.00","44.45","7.29","84.24"
"18075","2026-02-13 13:14","FACTORY_C","115.00","46.99","7.16","72.67"
"18076","2026-02-13 13:15","FACTORY_C","115.00","44.86","7.17","78.80"
"18077","2026-02-13 13:16","FACTORY_C","115.00","46.03","7.19","79.48"
"18078","2026-02-13 13:17","FACTORY_C","115.00","44.21","7.25","82.17"
"18079","2026-02-13 13:18","FACTORY_C","115.00","47.05","7.23","85.79"
"18080","2026-02-13 13:19","FACTORY_C","115.00","47.58","7.17","88.13"
"18081","2026-02-13 13:20","FACTORY_C","115.00","44.59","7.25","77.65"
"18082","2026-02-13 13:21","FACTORY_C","115.00","46.09","7.18","77.61"
"18083","2026-02-13 13:22","FACTORY_C","115.00","48.08","7.25","84.34"
"18084","2026-02-13 13:23","FACTORY_C","115.00","47.14","7.29","87.15"
"18085","2026-02-13 13:24","FACTORY_C","115.00","44.81","7.17","81.41"
"18086","2026-02-13 13:25","FACTORY_C","115.00","43.29","7.18","86.61"
"18087","2026-02-13 13:26","FACTORY_C","115.00","47.17","7.19","82.06"
"18088","2026-02-13 13:27","FACTORY_C","115.00","43.77","7.14","81.74"
"18089","2026-02-13 13:28","FACTORY_C","115.00","44.30","7.24","78.72"
"18090","2026-02-13 13:29","FACTORY_C","115.00","44.97","7.20","74.88"
"18091","2026-02-13 13:30","FACTORY_C","115.00","43.68","7.21","75.20"
"18172","2026-02-13 14:51","FACTORY_C","115.00","47.84","7.14","77.40"
"18173","2026-02-13 14:52","FACTORY_C","115.00","44.82","7.18","83.16"
"18174","2026-02-13 14:53","FACTORY_C","115.00","43.88","7.16","83.52"
"18175","2026-02-13 14:54","FACTORY_C","115.00","47.08","7.25","80.80"
"18176","2026-02-13 14:55","FACTORY_C","115.00","44.77","7.21","76.44"
"18177","2026-02-13 14:56","FACTORY_C","115.00","43.94","7.24","81.38"
